player_id,first_name,last_name,full_name,is_active,birthdate,country,height,weight
76001,Alaa,Abdelnaby,Alaa Abdelnaby,0,1968-06-24,USA,2.08,108.86
76002,Zaid,Abdul-Aziz,Zaid Abdul-Aziz,0,,Other,1.9825521472392638,95.76803733726356
76003,Kareem,Abdul-Jabbar,Kareem Abdul-Jabbar,0,1947-04-16,USA,2.18,102.06
51,Mahmoud,Abdul-Rauf,Mahmoud Abdul-Rauf,0,,Other,1.9825521472392638,95.76803733726356
1505,Tariq,Abdul-Wahad,Tariq Abdul-Wahad,0,1974-11-03,France,1.98,106.59
949,Shareef,Abdur-Rahim,Shareef Abdur-Rahim,0,1976-12-11,USA,2.06,111.13
76005,Tom,Abernethy,Tom Abernethy,0,1954-05-06,USA,2.01,99.79
76006,Forest,Able,Forest Able,0,1932-07-27,USA,1.9,81.65
76007,John,Abramovic,John Abramovic,0,1919-02-09,USA,1.9,88.45
203518,Alex,Abrines,Alex Abrines,0,1993-08-01,Spain,1.98,90.72
1630173,Precious,Achiuwa,Precious Achiuwa,1,1999-09-19,Nigeria,2.03,102.06
101165,Alex,Acker,Alex Acker,0,1983-01-21,USA,1.96,83.91
76008,Donald,Ackerman,Donald Ackerman,0,1930-09-04,USA,1.83,83.01
76009,Mark,Acres,Mark Acres,0,1962-11-15,USA,2.11,99.79
76010,Charles,Acton,Charles Acton,0,1942-01-11,USA,1.98,95.25
203112,Quincy,Acy,Quincy Acy,0,1990-10-06,USA,2.01,108.86
76011,Alvan,Adams,Alvan Adams,0,1954-07-19,USA,2.06,95.25
76012,Don,Adams,Don Adams,0,1947-11-27,USA,2.01,95.25
200801,Hassan,Adams,Hassan Adams,0,1984-06-20,USA,1.93,99.79
1629121,Jaylen,Adams,Jaylen Adams,0,1996-05-04,USA,1.83,102.06
203919,Jordan,Adams,Jordan Adams,0,1994-07-08,USA,1.96,94.8
149,Michael,Adams,Michael Adams,0,1963-01-19,USA,1.78,74.84
203500,Steven,Adams,Steven Adams,1,1993-07-20,New Zealand,2.11,120.2
912,Rafael,Addison,Rafael Addison,0,1964-07-22,USA,2.03,109.32
1628389,Bam,Adebayo,Bam Adebayo,1,1997-07-18,USA,2.06,115.67
1629061,Deng,Adel,Deng Adel,0,1997-02-01,South Sudan,2.01,90.72
76015,Rick,Adelman,Rick Adelman,0,1946-06-16,USA,1.88,79.38
202399,Jeff,Adrien,Jeff Adrien,0,1986-02-10,USA,1.9825521472392638,95.76803733726356
201167,Arron,Afflalo,Arron Afflalo,0,1985-10-15,USA,1.96,95.25
1630534,Ochai,Agbaji,Ochai Agbaji,1,2000-04-20,USA,1.96,97.52
200772,Maurice,Ager,Maurice Ager,0,1984-02-09,USA,1.96,91.63
76016,Mark,Aguirre,Mark Aguirre,0,1959-12-10,USA,1.98,105.23
201336,Blake,Ahearn,Blake Ahearn,0,1984-05-27,USA,1.88,86.18
76017,Danny,Ainge,Danny Ainge,0,,Other,1.9825521472392638,95.76803733726356
201582,Alexis,Ajinca,Alexis Ajinca,0,1988-05-06,France,2.18,112.49
76018,Henry,Akin,Henry Akin,0,1944-07-31,USA,2.08,102.06
203006,Josh,Akognon,Josh Akognon,0,1986-02-10,USA,1.8,83.91
1629152,DeVaughn,Akoon-Purcell,DeVaughn Akoon-Purcell,0,1993-06-05,Trinidad and Tobago,1.98,90.72
202374,Solomon,Alabi,Solomon Alabi,0,1988-03-21,Nigeria,2.16,114.31
76019,Mark,Alarie,Mark Alarie,0,1963-12-11,USA,2.03,98.43
76020,Gary,Alcorn,Gary Alcorn,0,1936-10-08,USA,2.06,102.06
1630583,Santi,Aldama,Santi Aldama,1,2001-01-10,Spain,2.13,97.52
203128,Furkan,Aldemir,Furkan Aldemir,0,1991-08-09,Turkey,2.08,108.86
202332,Cole,Aldrich,Cole Aldrich,0,1988-10-31,USA,2.11,114.76
200746,LaMarcus,Aldridge,LaMarcus Aldridge,0,1985-07-19,USA,2.11,113.4
76021,Chuck,Aleksinas,Chuck Aleksinas,0,,Other,1.9825521472392638,95.76803733726356
1626146,Cliff,Alexander,Cliff Alexander,0,1995-11-16,USA,2.03,108.86
724,Cory,Alexander,Cory Alexander,0,1973-06-22,USA,1.85,86.18
2042,Courtney,Alexander,Courtney Alexander,0,,Other,1.9825521472392638,95.76803733726356
76022,Gary,Alexander,Gary Alexander,0,,Other,1.9825521472392638,95.76803733726356
201570,Joe,Alexander,Joe Alexander,0,1986-12-26,USA,2.03,104.33
1629734,Kyle,Alexander,Kyle Alexander,0,1996-10-21,Canada,2.08,97.98
1630234,Ty-Shon,Alexander,Ty-Shon Alexander,0,1998-07-16,USA,1.9,88.45
2349,Victor,Alexander,Victor Alexander,0,1969-08-31,USA,2.08,120.2
1629638,Nickeil,Alexander-Walker,Nickeil Alexander-Walker,1,1998-09-02,Canada,1.96,92.99
76024,Steve,Alford,Steve Alford,0,1964-11-23,USA,1.88,83.01
1628959,Rawle,Alkins,Rawle Alkins,0,1997-10-29,USA,1.96,102.06
76028,Bob,Allen,Bob Allen,0,1946-07-17,USA,2.06,92.99
1628960,Grayson,Allen,Grayson Allen,1,1995-10-08,USA,1.93,89.81
1628386,Jarrett,Allen,Jarrett Allen,1,1998-04-21,USA,2.06,110.22
706,Jerome,Allen,Jerome Allen,0,,Other,1.9825521472392638,95.76803733726356
1628443,Kadeem,Allen,Kadeem Allen,0,1993-01-15,USA,1.85,90.72
202730,Lavoy,Allen,Lavoy Allen,0,1989-02-04,USA,2.06,117.93
76027,Lucius,Allen,Lucius Allen,0,1947-09-26,USA,1.88,79.38
2124,Malik,Allen,Malik Allen,0,1978-06-27,USA,2.08,115.67
76025,Randy,Allen,Randy Allen,0,,Other,1.9825521472392638,95.76803733726356
951,Ray,Allen,Ray Allen,0,,Other,1.9825521472392638,95.76803733726356
2754,Tony,Allen,Tony Allen,0,1982-01-11,USA,1.93,96.62
76029,Odis,Allison,Odis Allison,0,1949-10-02,USA,1.98,88.45
200984,Lance,Allred,Lance Allred,0,1981-02-02,USA,2.11,113.4
76030,Darrell,Allums,Darrell Allums,0,1958-09-12,USA,2.03,99.79
201165,Morris,Almond,Morris Almond,0,1985-02-02,USA,1.98,102.06
308,Derrick,Alston,Derrick Alston,0,1972-08-20,USA,2.11,102.06
1747,Rafer,Alston,Rafer Alston,0,1976-07-24,USA,1.88,79.38
1824,Peter,Aluma,Peter Aluma,0,1973-04-26,USA,2.08,117.93
1630631,Jose,Alvarado,Jose Alvarado,1,1998-04-12,USA,1.83,81.19
680,John,Amaechi,John Amaechi,0,1970-11-26,United Kingdom,2.08,122.47
732,Ashraf,Amaya,Ashraf Amaya,0,,Other,1.9825521472392638,95.76803733726356
202329,Al-Farouq,Aminu,Al-Farouq Aminu,0,,Other,1.9825521472392638,95.76803733726356
200811,Lou,Amundson,Lou Amundson,0,1982-12-07,USA,2.06,99.79
76034,Bob,Anderegg,Bob Anderegg,0,,Other,1.9825521472392638,95.76803733726356
2365,Chris,Andersen,Chris Andersen,0,1978-07-07,USA,2.08,111.13
2431,David,Andersen,David Andersen,0,1980-06-23,Australia,1.9825521472392638,95.76803733726356
101187,Alan,Anderson,Alan Anderson,0,1982-10-16,USA,1.98,99.79
202079,Antonio,Anderson,Antonio Anderson,0,1985-06-05,USA,1.98,97.52
76035,Cliff,Anderson,Cliff Anderson,0,,Other,1.9825521472392638,95.76803733726356
76036,Daniel,Anderson,Daniel Anderson,0,1951-01-01,USA,1.88,83.91
1507,Derek,Anderson,Derek Anderson,0,1974-07-18,USA,1.96,88.45
76037,Dwight,Anderson,Dwight Anderson,0,1960-12-28,USA,1.9,83.91
944,Eric,Anderson,Eric Anderson,0,1970-05-26,USA,2.06,99.79
246,Greg,Anderson,Greg Anderson,0,1964-06-22,USA,2.08,113.4
202341,James,Anderson,James Anderson,0,1989-03-25,USA,1.98,96.62
76040,Jerome,Anderson,Jerome Anderson,0,1953-10-09,USA,1.96,88.45
1626147,Justin,Anderson,Justin Anderson,0,1993-11-19,USA,1.96,104.78
72,Kenny,Anderson,Kenny Anderson,0,1970-10-09,USA,1.85,76.2
76041,Kim,Anderson,Kim Anderson,0,1955-05-12,USA,2.01,90.72
203937,Kyle,Anderson,Kyle Anderson,1,1993-09-20,USA,2.06,104.33
76042,Michael,Anderson,Michael Anderson,0,1966-03-23,USA,1.8,83.46
76043,Mitchell,Anderson,Mitchell Anderson,0,1960-09-23,USA,2.03,88.45
98,Nick,Anderson,Nick Anderson,0,1968-01-20,USA,1.98,103.42
76045,Richard,Anderson,Richard Anderson,0,1960-11-19,USA,2.08,108.86
76046,Ron,Anderson,Ron Anderson,0,1958-10-15,USA,2.01,97.52
201583,Ryan,Anderson,Ryan Anderson,0,1988-05-06,USA,2.06,108.86
1000,Shandon,Anderson,Shandon Anderson,0,1973-12-31,USA,1.98,97.52
335,Willie,Anderson,Willie Anderson,0,1967-01-08,USA,2.03,90.72
76048,Wally,Anderzunas,Wally Anderzunas,0,,Other,1.9825521472392638,95.76803733726356
101149,Martynas,Andriuskevicius,Martynas Andriuskevicius,0,1986-03-12,Lithuania,2.18,108.86
76049,Don,Anielak,Don Anielak,0,1930-11-01,USA,2.01,86.18
1628387,Ike,Anigbogu,Ike Anigbogu,0,1998-10-16,USA,2.08,113.4
76050,Michael,Ansley,Michael Ansley,0,1967-02-08,USA,2.01,102.06
1512,Chris,Anstey,Chris Anstey,0,1975-01-01,Australia,2.13,112.94
203507,Giannis,Antetokounmpo,Giannis Antetokounmpo,1,1994-12-06,Greece,2.13,110.22
1628961,Kostas,Antetokounmpo,Kostas Antetokounmpo,1,1997-11-20,Greece,2.08,90.72
203648,Thanasis,Antetokounmpo,Thanasis Antetokounmpo,1,1992-07-18,Greece,2.01,99.34
2546,Carmelo,Anthony,Carmelo Anthony,0,1984-05-29,USA,2.01,107.95
1630175,Cole,Anthony,Cole Anthony,1,2000-05-15,USA,1.9,83.91
21,Greg,Anthony,Greg Anthony,0,1967-11-15,USA,1.85,81.65
201202,Joel,Anthony,Joel Anthony,0,1982-08-09,Canada,2.06,111.13
203544,Pero,Antic,Pero Antic,0,1982-07-29,Macedonia,2.11,117.93
1628384,O.G.,Anunoby,O.G. Anunoby,1,1997-07-17,United Kingdom,2.01,105.23
203951,Keith,Appling,Keith Appling,0,,Other,1.9825521472392638,95.76803733726356
2737,Rafael,Araujo,Rafael Araujo,0,1980-08-12,Brazil,2.11,122.47
76053,Stacey,Arceneaux,Stacey Arceneaux,0,1936-02-17,USA,1.93,95.25
76054,Nate,Archibald,Nate Archibald,0,1948-09-02,USA,1.85,68.04
2425,Robert,Archibald,Robert Archibald,0,1980-03-29,Scotland,2.11,113.4
1627853,Ryan,Arcidiacono,Ryan Arcidiacono,1,1994-03-26,USA,1.9,88.45
76055,Jim,Ard,Jim Ard,0,1948-09-19,USA,2.06,97.52
2240,Gilbert,Arenas,Gilbert Arenas,0,1982-01-06,USA,1.93,97.52
2772,Trevor,Ariza,Trevor Ariza,0,1985-06-30,USA,2.03,97.52
76056,Paul,Arizin,Paul Arizin,0,1928-04-09,USA,1.93,86.18
76057,Joe,Arlauckas,Joe Arlauckas,0,1965-07-20,USA,2.06,104.33
769,B.J.,Armstrong,B.J. Armstrong,0,1967-09-09,USA,1.88,83.91
76061,Bob,Armstrong,Bob Armstrong,0,,Other,1.9825521472392638,95.76803733726356
2220,Brandon,Armstrong,Brandon Armstrong,0,1980-06-16,USA,1.96,83.91
353,Darrell,Armstrong,Darrell Armstrong,0,1968-06-22,USA,1.85,81.65
200756,Hilton,Armstrong,Hilton Armstrong,0,1984-11-23,USA,2.11,106.59
76060,Paul,Armstrong,Paul Armstrong,0,,Other,1.9825521472392638,95.76803733726356
76059,Tate,Armstrong,Tate Armstrong,0,1955-10-05,USA,1.9,79.38
76062,Jesse,Arnelle,Jesse Arnelle,0,1933-12-30,USA,1.96,99.79
76063,Jay,Arnette,Jay Arnette,0,,Other,1.9825521472392638,95.76803733726356
76064,Bob,Arnzen,Bob Arnzen,0,1947-11-03,USA,1.96,92.99
2306,Carlos,Arroyo,Carlos Arroyo,0,1979-07-30,Puerto Rico,1.88,90.72
201589,Darrell,Arthur,Darrell Arthur,0,1988-03-25,USA,2.06,106.59
76065,John,Arthurs,John Arthurs,0,1947-08-15,USA,1.93,83.91
1628503,Jamel,Artis,Jamel Artis,0,1993-01-12,USA,2.01,96.62
201600,Omer,Asik,Omer Asik,0,1986-07-04,Turkey,2.13,115.67
355,Vincent,Askew,Vincent Askew,0,1966-02-28,USA,1.98,95.25
173,Keith,Askins,Keith Askins,0,,Other,1.9825521472392638,95.76803733726356
76068,Don,Asmonga,Don Asmonga,0,1928-02-15,USA,1.88,83.91
76069,Richard,Atha,Richard Atha,0,1931-09-21,USA,1.88,86.18
1088,Chucky,Atkins,Chucky Atkins,0,1974-08-14,USA,1.8,83.91
76070,Alvin,Attles,Alvin Attles,0,,Other,1.9825521472392638,95.76803733726356
76071,Chet,Aubuchon,Chet Aubuchon,0,1916-05-08,USA,1.78,62.14
278,Stacey,Augmon,Stacey Augmon,0,1968-08-01,USA,2.03,96.62
201571,D.J.,Augustin,D.J. Augustin,0,1987-11-10,USA,1.8,83.01
200788,James,Augustine,James Augustine,0,1984-02-27,USA,2.08,106.59
1134,Ike,Austin,Ike Austin,0,1969-08-18,USA,2.08,130.63
76073,John,Austin,John Austin,0,1944-08-31,USA,1.83,77.11
76074,Ken,Austin,Ken Austin,0,,Other,1.9825521472392638,95.76803733726356
1630166,Deni,Avdija,Deni Avdija,1,,Other,1.9825521472392638,95.76803733726356
138,Anthony,Avent,Anthony Avent,0,1969-10-18,USA,2.06,108.86
76076,William,Averitt,William Averitt,0,1952-07-22,USA,1.88,77.11
1895,William,Avery,William Avery,0,1979-08-08,USA,1.88,81.65
76078,Dennis,Awtrey,Dennis Awtrey,0,1948-02-22,USA,2.08,106.59
1630555,Joel,Ayayi,Joel Ayayi,0,2000-03-05,France,1.93,81.65
202970,Gustavo,Ayon,Gustavo Ayon,0,1985-04-01,Mexico,1.9825521472392638,95.76803733726356
201965,Jeff,Ayres,Jeff Ayres,0,1987-04-29,USA,2.06,113.4
1629028,Deandre,Ayton,Deandre Ayton,1,1998-07-23,Bahamas,2.13,113.4
101235,Kelenna,Azubuike,Kelenna Azubuike,0,1983-12-16,United Kingdom,1.96,97.52
1628962,Udoka,Azubuike,Udoka Azubuike,1,1999-09-17,Nigeria,2.11,122.47
203569,Chris,Babb,Chris Babb,0,1990-02-14,USA,1.96,102.06
202337,Luke,Babbitt,Luke Babbitt,0,1989-06-20,USA,2.06,102.06
76079,Milos,Babic,Milos Babic,0,1968-11-23,USA,2.13,108.86
76080,Johnny,Bach,Johnny Bach,0,1924-07-10,USA,1.88,81.65
1628407,Dwayne,Bacon,Dwayne Bacon,0,1995-08-30,USA,1.98,100.24
76081,Jim,Baechtold,Jim Baechtold,0,1927-12-09,USA,1.93,92.99
2053,Dalibor,Bagaric,Dalibor Bagaric,0,1980-07-02,Croatia,2.16,131.54
76082,John,Bagley,John Bagley,0,1960-04-23,USA,1.83,83.91
1628963,Marvin,Bagley III,Marvin Bagley III,1,1999-03-14,USA,2.08,106.59
76084,Carl,Bailey,Carl Bailey,0,1958-04-23,USA,2.13,95.25
76083,Gus,Bailey,Gus Bailey,0,1951-02-18,USA,1.96,83.91
76085,James,Bailey,James Bailey,0,1957-05-21,USA,2.06,99.79
1847,Thurl,Bailey,Thurl Bailey,0,1961-04-07,USA,2.11,112.04
1753,Toby,Bailey,Toby Bailey,0,1975-11-19,USA,1.98,96.62
203946,Cameron,Bairstow,Cameron Bairstow,0,,Other,1.9825521472392638,95.76803733726356
1858,Mark,Baker,Mark Baker,0,1969-11-11,USA,1.85,79.38
2486,Maurice,Baker,Maurice Baker,0,1979-07-28,USA,1.88,90.72
76089,Norm,Baker,Norm Baker,0,1923-02-17,Canada,1.83,81.65
1627758,Ron,Baker,Ron Baker,0,1993-03-30,USA,1.93,99.79
452,Vin,Baker,Vin Baker,0,1971-11-23,USA,2.11,108.86
1627735,Wade,Baldwin IV,Wade Baldwin IV,0,1996-03-29,USA,1.93,90.72
1631116,Patrick,Baldwin Jr.,Patrick Baldwin Jr.,1,2002-11-18,USA,2.06,99.79
200764,Renaldo,Balkman,Renaldo Balkman,0,1984-07-14,USA,2.03,102.06
76090,Cedric,Ball,Cedric Ball,0,1968-04-16,USA,2.03,95.25
1630163,LaMelo,Ball,LaMelo Ball,1,2001-08-22,USA,2.01,81.65
1629071,LiAngelo,Ball,LiAngelo Ball,1,1998-11-24,USA,1.9825521472392638,95.76803733726356
1628366,Lonzo,Ball,Lonzo Ball,1,1997-10-27,USA,1.98,86.18
76091,Greg,Ballard,Greg Ballard,0,1955-01-29,USA,2.01,97.52
76092,Herschel,Baltimore,Herschel Baltimore,0,1921-06-21,USA,1.93,88.45
1628964,Mo,Bamba,Mo Bamba,1,,Other,1.9825521472392638,95.76803733726356
1631094,Paolo,Banchero,Paolo Banchero,1,2002-11-12,USA,2.08,113.4
1630217,Desmond,Bane,Desmond Bane,1,1998-06-25,USA,1.96,97.52
76093,Gene,Banks,Gene Banks,0,1959-05-15,USA,2.01,97.52
2556,Marcus,Banks,Marcus Banks,0,1981-11-19,USA,1.88,92.99
76094,Ken,Bannister,Ken Bannister,0,1960-04-01,USA,2.06,106.59
76095,Mike,Bantom,Mike Bantom,0,1951-12-03,USA,2.06,90.72
1630625,Dalano,Banton,Dalano Banton,1,1999-11-07,Canada,2.01,92.53
1627760,Cat,Barber,Cat Barber,0,1994-07-25,USA,1.85,78.47
76096,John,Barber,John Barber,0,1927-06-27,USA,1.98,95.25
2571,Leandro,Barbosa,Leandro Barbosa,0,,Other,1.9825521472392638,95.76803733726356
76097,Stephen,Bardo,Stephen Bardo,0,1968-04-05,USA,1.96,86.18
200826,J.J.,Barea,J.J. Barea,0,1984-06-26,Puerto Rico,1.78,81.65
200745,Andrea,Bargnani,Andrea Bargnani,0,,Other,1.9825521472392638,95.76803733726356
76098,Cliff,Barker,Cliff Barker,0,1921-01-15,USA,1.88,83.91
76099,Tom,Barker,Tom Barker,0,1955-03-11,USA,2.11,102.06
787,Charles,Barkley,Charles Barkley,0,1963-02-20,USA,1.98,114.31
2057,Erick,Barkley,Erick Barkley,0,1978-02-21,USA,1.85,83.91
76102,Don,Barksdale,Don Barksdale,0,1923-03-31,USA,1.98,90.72
1631230,Dominick,Barlow,Dominick Barlow,1,2003-05-26,USA,2.06,97.52
203084,Harrison,Barnes,Harrison Barnes,1,1992-05-30,USA,2.03,102.06
76103,Harry,Barnes,Harry Barnes,0,,Other,1.9825521472392638,95.76803733726356
76105,Jim,Barnes,Jim Barnes,0,1941-04-13,USA,2.03,95.25
76104,Marvin,Barnes,Marvin Barnes,0,1952-07-27,USA,2.06,95.25
2440,Matt,Barnes,Matt Barnes,0,1980-03-09,USA,2.01,102.51
1630567,Scottie,Barnes,Scottie Barnes,1,2001-08-01,USA,2.03,102.06
76107,Dick,Barnett,Dick Barnett,0,,Other,1.9825521472392638,95.76803733726356
76106,Jim,Barnett,Jim Barnett,0,1944-07-07,USA,1.93,77.11
76108,John,Barnhill,John Barnhill,0,1938-03-20,USA,1.85,81.65
76109,Norton,Barnhill,Norton Barnhill,0,1953-07-15,USA,1.93,92.99
76110,Leo,Barnhorst,Leo Barnhorst,0,1924-05-11,USA,1.93,86.18
76111,John,Barr,John Barr,0,1918-08-18,USA,1.9,92.99
76112,Mike,Barr,Mike Barr,0,1950-10-19,USA,1.9,81.65
76113,Thomas,Barr,Thomas Barr,0,,Other,1.9825521472392638,95.76803733726356
2857,Andre,Barrett,Andre Barrett,0,,Other,1.9825521472392638,95.76803733726356
76114,Ernie,Barrett,Ernie Barrett,0,1929-08-27,USA,1.9825521472392638,95.76803733726356
1629628,RJ,Barrett,RJ Barrett,1,2000-06-14,Canada,1.98,97.07
2853,Earl,Barron,Earl Barron,0,1981-08-14,USA,2.13,113.4
344,Dana,Barros,Dana Barros,0,1967-04-13,USA,1.8,74.84
699,Brent,Barry,Brent Barry,0,1971-12-31,USA,2.01,95.25
1003,Drew,Barry,Drew Barry,0,1973-02-17,USA,1.96,86.64
468,Jon,Barry,Jon Barry,0,1969-07-25,USA,1.96,95.25
600013,Rick,Barry,Rick Barry,0,1944-03-28,USA,2.01,92.99
76117,Ed,Bartels,Ed Bartels,0,1925-10-08,USA,1.98,88.45
76118,Vic,Bartolome,Vic Bartolome,0,1948-09-29,USA,2.13,104.33
203115,Will,Barton,Will Barton,1,1991-01-06,USA,1.96,82.1
101188,Eddie,Basden,Eddie Basden,0,1983-02-15,USA,1.96,97.52
